(1853243502, 10749776331, 0)
(1853243502, 10749776340, 0)
(1853243513, 10749707781, 0)
(1853243513, 1853243502, 0)
(1853243513, 7773716319, 0)
(1853243517, 1853243495, 0)
(1853243517, 1853243521, 0)
(1853243517, 1853243562, 0)
(1853243521, 10749707781, 0)
(1853243521, 1853243517, 0)
(1853243521, 10749707782, 0)
(1853243535, 1853243765, 0)
(1853243535, 1853243424, 0)
(1853243535, 1853243543, 0)
(1853243535, 1853243497, 0)
(1853243543, 7705680969, 0)
(1853243543, 1853243535, 0)
(1853243543, 1853243424, 0)
(1853243553, 1853243497, 0)
(1853243553, 1853243581, 0)
(1853243553, 7705680687, 0)
(1853243562, 1853243588, 0)
(1853243562, 1853243517, 0)
(1853243562, 6966792046, 0)
(1853243566, 1853243576, 0)
(1853243566, 7705680589, 0)
(1853243566, 6966984194, 0)
(1853243576, 1853243566, 0)
(1853243576, 7705680640, 0)
(1853243576, 7705680751, 0)
(1853243581, 6966984240, 0)
(1853243581, 1853243655, 0)
(1853243581, 1853243553, 0)
(1853243588, 1853243562, 0)
(1853243588, 6958224447, 0)
(1853243588, 2839019627, 0)
(1853243629, 7705680615, 0)
(1853243629, 6966984243, 0)
(1853243629, 6966984244, 0)
(1853243640, 2839019627, 0)
(1853243640, 1853243685, 0)
(1853243640, 6958140478, 0)
(1853243651, 7705680969, 0)
(1853243651, 5956673921, 0)
(1853243651, 1853243657, 0)
(1853243653, 7705680640, 0)
(1853243653, 1853244042, 0)
(1853243653, 7874193964, 0)
(1853243655, 1853243581, 0)
(1853243655, 1853243765, 0)
(1853243655, 7705680659, 0)
(1853243657, 9168311726, 0)
(1853243657, 1853243808, 0)
(1853243657, 1853243651, 0)
(1853243685, 6956109285, 0)
(1853243685, 1853243640, 0)
(1853243685, 3644705359, 0)
(1853243696, 10580727618, 0)
(1853243696, 6956109310, 0)
(1853243696, 6956073220, 0)
(1853243728, 6956100270, 0)
(1853243728, 6956100283, 0)
(1853243728, 6956109285, 0)
(1853243728, 3644705363, 0)
(1853243765, 1853243655, 0)
(1853243765, 7705680965, 0)
(1853243765, 1853243535, 0)
(1853243798, 1853243810, 0)
(1853243798, 7773724832, 0)
(1853243798, 7773716335, 0)
(1853243808, 1853243657, 0)
(1853243808, 1853243884, 0)
(1853243808, 1853243813, 0)
(1853243810, 1853243843, 0)
(1853243810, 1853243798, 0)
(1853243810, 7705680948, 0)
(1853243813, 7705680901, 0)
(1853243813, 1853243808, 0)
(1853243813, 1853243875, 0)
(1853243843, 1853243934, 0)
(1853243843, 1853243810, 0)
(1853243843, 7705672139, 0)
(1853243843, 7705681039, 0)
(1853243875, 1853243890, 0)
(1853243875, 6426597226, 0)
(1853243875, 1853243813, 0)
(1853243884, 1853243890, 0)
(1853243884, 1853243808, 0)
(1853243884, 1853243934, 0)
(1853243890, 1853243875, 0)
(1853243890, 1853243884, 0)
(1853243890, 6426597196, 0)
(1853243934, 1853243884, 0)
(1853243934, 1853243843, 0)
(1853243934, 6426583091, 0)
(1853244042, 1853244169, 0)
(1853244042, 1853243653, 0)
(1853244042, 7858156892, 0)
(1853244169, 6331662436, 0)
(1853244169, 1853244042, 0)
(1853244169, 1853244292, 0)
(1853244292, 6426597196, 0)
(1853244292, 7773724796, 0)
(1853244292, 1853244169, 0)
(1853244470, 7773724796, 0)
(1925337700, 1932280770, 0)
(1925337700, 1932280771, 0)
(1925337701, 6956191015, 0)
(1925337701, 1932290069, 0)
(1925337701, 3644702021, 0)
(1925337722, 8371316106, 0)
(1925337722, 319272149, 0)
(1925337722, 8998915699, 0)
(1925337735, 6957983857, 0)
(1925337735, 1925337765, 0)
(1925337739, 6589425967, 0)
(1925337739, 9300170904, 0)
(1925337765, 6589545406, 0)
(1925337765, 6589237661, 0)
(1925337772, 8371316113, 0)
(1925337772, 6589206780, 0)
(1925337786, 1932280488, 0)
(1925340377, 1925340393, 0)
(1925340377, 6958057433, 0)
(1925340377, 6958057439, 0)
(1925340385, 6958057433, 0)
(1925340385, 6956204863, 0)
(1925340385, 6958061093, 0)
(1925340387, 10139462169, 0)
(1925340387, 1925340393, 0)
(1925340387, 10139302067, 0)
(1925340393, 6956194399, 0)
(1925340393, 1925340377, 0)
(1925340393, 1925340387, 0)
(1932280399, 1932280672, 0)
(1932280399, 1932280624, 0)
(1932280399, 6958224388, 0)
(1932280404, 6958148390, 0)
(1932280404, 1932280940, 0)
(1932280404, 4603656410, 0)
(1932280474, 1932280663, 0)
(1932280474, 7734892962, 0)
(1932280474, 1932280963, 0)
(1932280488, 1932280771, 0)
(1932280488, 1925337786, 0)
(1932280488, 1925337700, 0)
(1932280514, 6958224386, 0)
(1932280514, 6958057414, 0)
(1932280514, 6369037867, 0)
(1932280624, 6958187181, 0)
(1932280624, 1932280399, 0)
(1932280624, 6369037879, 0)
(1932280663, 1932280474, 0)
(1932280663, 1932280940, 0)
(1932280663, 1932280713, 0)
(1932280672, 1848935774, 0)
(1932280672, 1932280399, 0)
(1932280672, 6369037846, 0)
(1932280713, 9001717516, 0)
(1932280713, 1932280663, 0)
(1932280713, 6589265831, 0)
(1932280742, 6958057414, 0)
(1932280742, 1932280963, 0)
(1932280742, 6958057415, 0)
(1932280770, 3313546127, 0)
(1932280770, 1925337700, 0)
(1932280770, 8371316114, 0)
(1932280771, 1932280488, 0)
(1932280771, 1925337722, 0)
(1932280895, 6589265831, 0)
(1932280895, 3448196670, 0)
(1932280940, 1932280949, 0)
(1932280940, 1932280404, 0)
(1932280940, 1932280663, 0)
(1932280949, 1932280940, 0)
(1932280949, 3313546088, 0)
(1932280949, 6589237658, 0)
(1932280963, 1932280742, 0)
(1932280963, 1932280474, 0)
(1932280963, 9001715642, 0)
(1932290059, 1932290349, 0)
(1932290059, 5928900787, 0)
(1932290059, 6436738831, 0)
(1932290069, 1925337701, 0)
(1932290069, 1932290349, 0)
(1932290069, 6956191031, 0)
(1932290108, 1932290183, 0)
(1932290108, 1932290244, 0)
(1932290108, 6957981227, 0)
(1932290146, 1932290153, 0)
(1932290146, 1932290289, 0)
(1932290146, 6957976833, 0)
(1932290153, 1932290178, 0)
(1932290153, 1932290146, 0)
(1932290153, 6957988149, 0)
(1932290155, 10139302074, 0)
(1932290155, 6958122837, 0)
(1932290178, 1932290153, 0)
(1932290178, 1932290347, 0)
(1932290178, 6512203602, 0)
(1932290183, 1932290289, 0)
(1932290183, 1932290108, 0)
(1932290183, 6958031634, 0)
(1932290244, 1932290108, 0)
(1932290244, 1932290307, 0)
(1932290244, 6957981224, 0)
(1932290289, 1932290146, 0)
(1932290289, 1932290183, 0)
(1932290289, 5954274827, 0)
(1932290289, 6957976838, 0)
(1932290307, 1932290244, 0)
(1932290307, 10139464041, 0)
(1932290307, 6957988123, 0)
(1932290307, 1932290333, 0)
(1932290333, 1932290307, 0)
(1932290333, 8998862952, 0)
(1932290333, 10139462166, 0)
(1932290333, 10139302062, 0)
(1932290347, 5928900787, 0)
(1932290347, 1932290178, 0)
(1932290347, 6957988129, 0)
(1932290349, 1932290069, 0)
(1932290349, 1932290059, 0)
(1932290349, 6436738831, 0)
(2501639615, 8655920776, 0)
(2501639615, 5079225096, 0)
(2501639615, 5079225252, 0)
(2501639621, 1853242265, 0)
(2501639621, 8655920776, 0)
(2501639621, 5079225251, 0)
(2655710974, 2655710979, 0)
(2655710974, 2655710999, 0)
(2655710974, 9675662584, 0)
(2655710979, 1853241511, 0)
(2655710979, 2655710974, 0)
(2655710979, 9293062683, 0)
(2655710979, 2655711032, 0)
(2655710999, 2655711006, 0)
(2655710999, 2655710974, 0)
(2655710999, 5113235046, 0)
(2655711006, 5079224739, 0)
(2655711006, 5079224747, 0)
(2655711006, 2655710999, 0)
(2655711014, 9675662584, 0)
(2655711028, 1853241529, 0)
(2655711028, 1853241511, 0)
(2655711028, 2655711032, 0)
(2655711032, 1853241439, 0)
(2655711032, 2655711028, 0)
(2655711032, 2655710979, 0)
(2671616027, 6958031677, 0)
(2671616027, 10139273711, 0)
(2671616027, 6958031675, 0)
(2671616060, 11301597773, 0)
(2671616060, 11301455529, 0)
(2671616060, 11301595404, 0)
(2671616060, 10139464119, 0)
(2671616069, 11301591539, 0)
(2671616069, 11301595404, 0)
(2671616069, 11301595406, 0)
(2671616079, 11301541859, 0)
(2671616079, 11301443487, 0)
(2671616079, 11301399813, 0)
(2671616090, 5607935109, 0)
(2671616090, 11189626063, 0)
(2671616090, 2671616098, 0)
(2671616098, 2671616090, 0)
(2671616098, 11192505816, 0)
(2671616098, 6716406660, 0)
(2671616106, 11192929999, 0)
(2671616106, 11192929843, 0)
(2671616106, 11190108309, 0)
(2671616117, 11192929860, 0)
(2671616117, 11192929879, 0)
(2671616117, 11190114237, 0)
(2671616117, 11192963517, 0)
(2671616127, 11192930042, 0)
(2671616127, 11187574981, 0)
(2671616127, 11192930066, 0)
(2671616166, 5607874116, 0)
(2671616166, 3474682401, 0)
(2671616166, 3474682642, 0)
(2671616166, 11464744135, 0)
(2671616242, 4643555484, 0)
(2671616242, 4643603958, 0)
(2671616242, 10084563492, 0)
(2813182092, 6589265820, 0)
(2813182092, 6589422803, 0)
(2838983482, 10218907421, 0)
(2838983482, 2838983483, 0)
(2838983483, 2838983482, 0)
(2838983715, 10216535462, 0)
(2838983715, 2838983717, 0)
(2838983717, 2838983715, 0)
(2838983755, 6589384531, 0)
(2838983755, 6589384532, 0)
(2838983770, 9620675566, 0)
(2838983770, 6966920826, 0)
(2839019602, 7705680723, 0)
(2839019602, 1853242603, 0)
(2839019602, 6966856176, 0)
(2839019604, 1853242626, 0)
(2839019604, 6966861823, 0)
(2839019604, 7705680759, 0)
(2839019615, 1853243124, 0)
(2839019615, 7705680641, 0)
(2839019615, 7705674679, 0)
(2839019624, 2839019625, 0)
(2839019624, 1853243251, 0)
(2839019624, 6966984209, 0)
(2839019624, 7705680609, 0)
(2839019625, 10749776322, 0)
(2839019625, 2839019624, 0)
(2839019625, 6966792041, 0)
(2839019627, 1853243640, 0)
(2839019627, 6966792029, 0)
(2839019627, 1853243588, 0)
(3313515607, 6589218285, 0)
(3313515607, 6589227501, 0)
(3313515607, 5129501068, 0)
(3313546088, 4603656410, 0)
(3313546088, 6589237661, 0)
(3313546088, 1932280949, 0)
(3313546127, 9001715642, 0)
(3313546127, 1932280770, 0)
(3313546127, 9001717516, 0)
(3313546130, 2671616027, 0)
(3313546130, 8998979799, 0)
(3391981021, 4603750414, 0)
(3448194699, 6956204816, 0)
(3448194699, 10139273711, 0)
(3448194699, 6956204838, 0)
(3448196670, 6589227490, 0)
(3448196670, 6589227505, 0)
(3448794055, 319272149, 0)
(3448794055, 6589265812, 0)
(3448794055, 8999008319, 0)
(3451475329, 6589206780, 0)
(3451475329, 6589218319, 0)
(3451475329, 6589422819, 0)
(3451510205, 3451510208, 0)
(3451510205, 8999261697, 0)
(3451510205, 6589227507, 0)
(3451510208, 3451510645, 0)
(3451510208, 3451510205, 0)
(3451510208, 6589227509, 0)
(3451510645, 3451510648, 0)
(3451510645, 3451510208, 0)
(3451510645, 6589227512, 0)
(3451510648, 6589206780, 0)
(3451510648, 3451510645, 0)
(3451510648, 6589227497, 0)
(3451512975, 10831288150, 0)
(3474678890, 3474682401, 0)
(3474678890, 7654163080, 0)
(3474678890, 10084563447, 0)
(3474680198, 10084563447, 0)
(3474680198, 10084563457, 0)
(3474680198, 10084563458, 0)
(3474682401, 2671616166, 0)
(3474682401, 3474678890, 0)
(3474682401, 4643598010, 0)
(3474682401, 3474682642, 0)
(3474682642, 3474682401, 0)
(3474682642, 4603750414, 0)
(3474682642, 2671616166, 0)
(3474691840, 5607879458, 0)
(3474691840, 6598707080, 0)
(3474691840, 319272621, 0)
(3474695567, 2838983483, 0)
(3474695567, 6598707080, 0)
(3644702021, 1925337701, 0)
(3644702021, 3644702025, 0)
(3644702021, 6957981265, 0)
(3644702025, 3644705391, 0)
(3644702025, 3644702021, 0)
(3644702025, 3644724100, 0)
(3644702025, 3644724097, 0)
(3644705359, 3644705362, 0)
(3644705359, 1853243685, 0)
(3644705359, 6958224443, 0)
(3644705362, 3644705363, 0)
(3644705362, 3644705359, 0)
(3644705362, 6956109286, 0)
(3644705363, 3644705362, 0)
(3644705363, 3644705368, 0)
(3644705363, 1853243728, 0)
(3644705368, 3644705371, 0)
(3644705368, 3644705363, 0)
(3644705368, 6104058001, 0)
(3644705371, 9684685536, 0)
(3644705371, 3644705368, 0)
(3644705371, 6958224435, 0)
(3644705383, 6104058004, 0)
(3644705383, 6956188455, 0)
(3644705383, 262300916, 0)
(3644705389, 6956188464, 0)
(3644705389, 6956188461, 0)
(3644705389, 6956188423, 0)
(3644705391, 6956188466, 0)
(3644705391, 3644702025, 0)
(3644705391, 6958224408, 0)
(3644724097, 6436738816, 0)
(3644724097, 6966920836, 0)
(3644724097, 3644702025, 0)
(3644724100, 7650299403, 0)
(3644724100, 3644702025, 0)
(3644724100, 3644724115, 0)
(3644724115, 11065994199, 0)
(3644724115, 6966920836, 0)
(3644724115, 3644724100, 0)
(3644724121, 11066053315, 0)
(3644724121, 11065994199, 0)
(3691962989, 1848934989, 0)
(3691962989, 3691962993, 0)
(3691962989, 6751015927, 0)
(3691962993, 3691962989, 0)
(3691962993, 1848935029, 0)
(3691962993, 1848935004, 0)
(3715052621, 3715052624, 0)
(3715052621, 10286977209, 0)
(3715052621, 9853158885, 0)
(3715052624, 3715052621, 0)
(3720951432, 5073907757, 0)
(3720951432, 5073907745, 0)
(3720951432, 5071560610, 0)
(3720958836, 3720959846, 0)
(3720958849, 3720959846, 0)
(3720958849, 3720961825, 0)
(3720958849, 5113235387, 0)
(3720959846, 3720958849, 0)
(3720959846, 3720958836, 0)
(3720959846, 3720959872, 0)
(3720959872, 3720959846, 0)
(3720961825, 5067288235, 0)
(3720961825, 3720961834, 0)
(3720961825, 3720958849, 0)
(3720961834, 3720961847, 0)
(3720961834, 3720961825, 0)
(3720961834, 5079225115, 0)
(3720961847, 3720961834, 0)
(3721809205, 1853241214, 0)
(3721809205, 4595783991, 0)
(3721809205, 5120316598, 0)
(3721809216, 3721809228, 0)
(3721809216, 5120316598, 0)
(3721809216, 5120316105, 0)
(3721809228, 3721809229, 0)
(3721809228, 3721809216, 0)
(3721809228, 5120316076, 0)
(3721809229, 3721809228, 0)
(3721809229, 11038440598, 0)
(3721809229, 5120316093, 0)
(3721809296, 3721809300, 0)
(3721809296, 11038440598, 0)
(3721809296, 5079225031, 0)
(3721809300, 3721809296, 0)
(4226287461, 4603728608, 0)
(4226287461, 4226296425, 0)
(4226287461, 4226294402, 0)
(4226289290, 4226290994, 0)
(4226289290, 4226289315, 0)
(4226289290, 4226290894, 0)
(4226289315, 4226289290, 0)
(4226290894, 4226289290, 0)
(4226290994, 4226289290, 0)
(4226290994, 4226294402, 0)
(4226290994, 4226292969, 0)
(4226292969, 4226290994, 0)
(4226292969, 4226296467, 0)
(4226292969, 4552757833, 0)
(4226294402, 4226290994, 0)
(4226294402, 4226287461, 0)
(4226294402, 4552757833, 0)
(4226296425, 1848935609, 0)
(4226296425, 4226287461, 0)
(4226296425, 4552757833, 0)
(4226296467, 4226296479, 0)
(4226296467, 4226292969, 0)
(4226296467, 11124345115, 0)
(4226296479, 4226303493, 0)
(4226296479, 4226296467, 0)
(4226296479, 11124345116, 0)
(4226303261, 4226303500, 0)
(4226303493, 4226303500, 0)
(4226303493, 4226296479, 0)
(4226303493, 4226303495, 0)
(4226303495, 4226303500, 0)
(4226303495, 4226303493, 0)
(4226303495, 4226305468, 0)
(4226303500, 4226303261, 0)
(4226303500, 4226303493, 0)
(4226303500, 4226303495, 0)
(4226305468, 4226303495, 0)
(4230840201, 5071464585, 0)
(4230840201, 4230840214, 0)
(4230840214, 4230840201, 0)
(4384823269, 6589237652, 0)
(4384823269, 4384823272, 0)
(4384823272, 5673297101, 0)
(4384823272, 10770264940, 0)
(4384823272, 4384823269, 0)
(4552757833, 4226294402, 0)
(4552757833, 4226292969, 0)
(4552757833, 4226296425, 0)
(4595783991, 5072278261, 0)
(4595783991, 3721809205, 0)
(4595783991, 5071464585, 0)
(4595783998, 10252845472, 0)
(4595783998, 9788200802, 0)
(4595783998, 9787871163, 0)
(4595784012, 4595784015, 0)
(4595784012, 4595784015, 1)
(4595784012, 9787866880, 0)
(4595784015, 4603664198, 0)
(4595784015, 4595784012, 0)
(4595784015, 4595784012, 1)
(4595784040, 4595784041, 0)
(4595784040, 4603664198, 0)
(4595784040, 4595784047, 0)
(4595784041, 4595784040, 0)
(4595784041, 4595784043, 0)
(4595784041, 4603664198, 0)
(4595784043, 4595784041, 0)
(4595784043, 4595784047, 0)
(4595784047, 4595784050, 0)
(4595784047, 4595784043, 0)
(4595784047, 4595784040, 0)
(4595784050, 4595784047, 0)
(4595784050, 11187372088, 0)
(4595784056, 10248259294, 0)
(4595784056, 7478382684, 0)
(4595784056, 9729348520, 0)
(4595784059, 5072900028, 0)
(4595784059, 5090468581, 0)
(4595784059, 5071220091, 0)
(4595784060, 4603644313, 0)
(4595784060, 9188204456, 0)
(4595784060, 9728818626, 0)
(4595784067, 10250193389, 0)
(4595784067, 9728818626, 0)
(4595784067, 9728818633, 0)
(4603644313, 4595784060, 0)
(4603644313, 10248259261, 0)
(4603644313, 1853240461, 0)
(4603644314, 9188204456, 0)
(4603644314, 10248274668, 0)
(4603644314, 9728818633, 0)
(4603644346, 9188204451, 0)
(4603644346, 9188204451, 1)
(4603644346, 6504697268, 0)
(4603644375, 7705679853, 0)
(4603644375, 9188204453, 0)
(4603644375, 7705679827, 0)
(4603644376, 9188204453, 0)
(4603644376, 4603644379, 0)
(4603644376, 7988801596, 0)
(4603644379, 4603644376, 0)
(4603644379, 10286977209, 0)
(4603644379, 7988801616, 0)
(4603656389, 10570076251, 0)
(4603656389, 4603656400, 0)
(4603656400, 7734832812, 0)
(4603656400, 4603656389, 0)
(4603656400, 9796345809, 0)
(4603656410, 3313546088, 0)
(4603656410, 1932280404, 0)
(4603656410, 6958148444, 0)
(4603658945, 10248275070, 0)
(4603658945, 9783553880, 0)
(4603658945, 9729412062, 0)
(4603663673, 7773720699, 0)
(4603663673, 7773720733, 0)
(4603663679, 7705679510, 0)
(4603664198, 4595784041, 0)
(4603664198, 4595784015, 0)
(4603664198, 4643531451, 0)
(4603664198, 4595784040, 0)
(4603664219, 4643531451, 0)
(4603664219, 9787871306, 0)
(4603664219, 9787871265, 0)
(4603664229, 11329347000, 0)
(4603670922, 1848934582, 0)
(4603670922, 4603670934, 0)
(4603670922, 4603670923, 0)
(4603670923, 4603670922, 0)
(4603670934, 4603670958, 0)
(4603670934, 4603670922, 0)
(4603670934, 10570096774, 0)
(4603670958, 4603670959, 0)
(4603670958, 4603670934, 0)
(4603670958, 10570076307, 0)
(4603670959, 4603670958, 0)
(4603670972, 10570076307, 0)
(4603670972, 10570096793, 0)
(4603670972, 10570096792, 0)
(4603670979, 4603670984, 0)
(4603670979, 10570096793, 0)
(4603670979, 7773724258, 0)
(4603670984, 4603670985, 0)
(4603670984, 4603670979, 0)
(4603670984, 10570096804, 0)
(4603670985, 4603670984, 0)
(4603670985, 10570076268, 0)
(4603670985, 10570096802, 0)
(4603678608, 4603678610, 0)
(4603678608, 1848934563, 0)
(4603678608, 4603678617, 0)
(4603678610, 4603678608, 0)
(4603678617, 4603678666, 0)
(4603678617, 4603678608, 0)
(4603678617, 7705679674, 0)
(4603678666, 4603678671, 0)
(4603678666, 4603678617, 0)
(4603678666, 7705679512, 0)
(4603678666, 7705679695, 0)
(4603678671, 7705679538, 0)
(4603678671, 7705679684, 0)
(4603678671, 4603678666, 0)
(4603680033, 7705679510, 0)
(4603680033, 7705679530, 0)
